hour_key,vessel_count,waiting_vessel_count,approaching_vessel_count,departing_vessel_count,average_speed,port_throughput,import_teu,export_teu,container_arrivals,container_departures,containers_in_yard,yard_capacity,average_dwell_time_hours,truck_arrivals,truck_departures,truck_waiting_time_minutes,gate_throughput,yard_occupancy_percent,cargo_flow_ratio,operations_status,wind_speed_10m,wave_height,weather_code,hour,hour_sin,hour_cos,day_of_week,month,is_weekend,is_public_holiday,weather_pressure_index,event_active,event_id,event_type,event_severity,event_start,event_end,event_duration_hours,event_represented_hours,pola_berthed_cargo_vessels,pola_berthed_tanker_vessels
2025-08-19 05:00:00+00:00,50,16,3,1,0.4053274139844617,0,551.0,138.44,114.58,111.31,7645.72,10000,71.52,83,82,16.7,83,76.46,1.03,MODERATE,3.4,0.58,0.0,5,0.9659258262890684,0.2588190451025207,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,1
2025-08-19 06:00:00+00:00,50,16,3,0,1.0567149758454106,1,620.84,151.15,123.67,138.54,7630.85,10000,71.25,124,123,20.7,124,76.31,0.89,MODERATE,3.1,0.58,0.0,6,1.0,6.123233995736766e-17,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,1
2025-08-19 07:00:00+00:00,51,17,4,4,1.07489837398374,0,641.15,163.2,134.32,155.93,7609.23,10000,70.94,144,142,20.66,144,76.09,0.86,MODERATE,2.7,0.58,0.0,7,0.9659258262890684,-0.2588190451025206,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,11,0
2025-08-19 08:00:00+00:00,51,17,2,1,0.9177240684793556,0,646.74,164.45,135.59,163.33,7581.5,10000,70.88,158,155,18.59,158,75.81,0.83,MODERATE,2.6,0.58,0.0,8,0.8660254037844387,-0.4999999999999998,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 09:00:00+00:00,51,17,5,3,1.2404397705544934,0,671.62,172.14,138.83,167.43,7552.91,10000,70.73,176,173,20.65,176,75.53,0.83,MODERATE,2.8,0.58,0.0,9,0.7071067811865476,-0.7071067811865475,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,11,0
2025-08-19 10:00:00+00:00,51,16,4,2,1.5326382592928378,0,658.94,165.86,136.28,180.33,7508.86,10000,70.35,204,204,18.99,204,75.09,0.76,MODERATE,2.3,0.6,0.0,10,0.4999999999999999,-0.8660254037844387,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 11:00:00+00:00,53,16,7,3,1.6760869565217391,2,766.93,188.34,158.12,192.74,7474.25,10000,70.16,211,208,16.79,211,74.74,0.82,NORMAL,0.7,0.62,0.0,11,0.258819045102521,-0.9659258262890682,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 12:00:00+00:00,54,16,7,7,2.117434210526316,1,777.43,195.86,160.46,194.39,7440.32,10000,70.36,218,217,14.81,218,74.4,0.83,NORMAL,1.1,0.64,0.0,12,1.2246467991473532e-16,-1.0,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,11,0
2025-08-19 13:00:00+00:00,54,16,5,8,2.4767045454545458,1,808.07,204.49,166.53,190.54,7416.32,10000,70.63,204,202,14.99,204,74.16,0.87,MODERATE,3.3,0.62,0.0,13,-0.2588190451025208,-0.9659258262890684,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 14:00:00+00:00,53,15,3,7,1.8352941176470587,2,861.94,212.49,183.41,182.48,7417.24,10000,70.53,189,188,14.49,189,74.17,1.01,MODERATE,7.0,0.62,0.0,14,-0.4999999999999997,-0.8660254037844388,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 15:00:00+00:00,52,15,2,3,0.629654403567447,2,769.39,184.21,163.65,183.29,7397.6,10000,70.68,193,190,14.79,193,73.98,0.89,MODERATE,7.7,0.6,0.0,15,-0.7071067811865471,-0.7071067811865479,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 16:00:00+00:00,51,15,1,0,0.5408207343412527,0,677.05,166.51,139.99,164.04,7373.55,10000,69.55,177,175,12.37,177,73.74,0.85,NORMAL,5.6,0.6,0.0,16,-0.8660254037844384,-0.5000000000000004,3,8,False,False,0.0,True,EVT_0036,labor_operational_disruption,minor,2025-08-19 04:00:00,2025-08-19 17:00:00,13.0,13.0,12,0
2025-08-19 17:00:00+00:00,51,16,1,0,0.3990625,1,523.15,126.83,117.37,175.34,7315.58,10000,69.19,190,189,12.01,190,73.16,0.67,NORMAL,4.9,0.6,0.0,17,-0.9659258262890684,-0.2588190451025206,3,8,False,False,0.0,False,,,,,,,,12,0
2025-08-19 18:00:00+00:00,52,15,2,4,0.6465968586387435,0,589.24,148.18,129.66,167.36,7277.88,10000,69.23,186,186,11.2,186,72.78,0.77,NORMAL,6.2,0.6,0.0,18,-1.0,-1.8369701987210292e-16,3,8,False,False,0.0,False,,,,,,,,12,1
2025-08-19 19:00:00+00:00,52,15,2,2,1.1292610837438424,1,517.33,129.01,129.07,163.91,7243.05,10000,68.95,177,174,8.97,177,72.43,0.79,NORMAL,8.0,0.6,0.0,19,-0.9659258262890684,0.2588190451025203,3,8,False,False,0.0,False,,,,,,,,12,1
2025-08-19 20:00:00+00:00,52,15,5,2,0.7908091908091909,0,553.86,137.36,142.95,155.04,7230.96,10000,68.89,165,165,8.6,165,72.31,0.92,NORMAL,8.4,0.58,0.0,20,-0.8660254037844386,0.5000000000000001,3,8,False,False,0.0,False,,,,,,,,12,1
2025-08-19 21:00:00+00:00,52,16,7,3,1.33920296570899,0,598.54,146.88,142.91,148.64,7225.22,10000,69.34,165,165,9.74,165,72.25,0.96,NORMAL,9.9,0.58,0.0,21,-0.7071067811865477,0.7071067811865474,3,8,False,False,0.0,False,,,,,,,,12,1
2025-08-19 22:00:00+00:00,54,16,6,5,1.7579576816927325,1,667.02,160.89,158.79,139.38,7244.64,10000,68.73,136,133,9.86,136,72.45,1.14,NORMAL,11.7,0.58,0.0,22,-0.5000000000000004,0.8660254037844384,3,8,False,False,0.1475409836065572,False,,,,,,,,12,1
2025-08-19 23:00:00+00:00,54,17,4,7,1.5159514925373134,1,570.4,138.17,140.75,113.13,7272.26,10000,68.59,103,102,10.43,103,72.72,1.24,NORMAL,11.8,0.58,0.0,23,-0.2588190451025215,0.965925826289068,3,8,False,False,0.1639344262295082,False,,,,,,,,12,2
2025-08-20 00:00:00+00:00,53,17,1,4,0.4989749430523918,0,483.55,129.69,126.03,82.67,7315.62,10000,68.71,53,52,10.54,53,73.16,1.52,NORMAL,12.2,0.58,0.0,0,0.0,1.0,4,8,False,False,0.2295081967213113,False,,,,,,,,11,2
2025-08-20 01:00:00+00:00,52,17,3,3,0.9440625,1,612.71,158.15,154.17,93.87,7375.92,10000,69.01,63,63,15.25,63,73.76,1.64,NORMAL,9.3,0.6,0.0,1,0.2588190451025207,0.9659258262890684,4,8,False,False,0.0,False,,,,,,,,11,2
2025-08-20 02:00:00+00:00,51,18,2,2,0.7282301845819762,0,705.68,181.78,169.13,93.79,7451.25,10000,68.67,57,56,14.88,57,74.51,1.8,MODERATE,7.7,0.64,0.0,2,0.4999999999999999,0.8660254037844387,4,8,False,False,0.0,False,,,,,,,,11,2
2025-08-20 03:00:00+00:00,51,19,1,1,0.7490628445424476,0,755.73,194.67,175.39,103.75,7522.89,10000,68.4,74,72,16.55,74,75.23,1.69,MODERATE,7.3,0.66,0.0,3,0.7071067811865475,0.7071067811865476,4,8,False,False,0.0,False,,,,,,,,10,2
2025-08-20 04:00:00+00:00,52,19,2,1,1.027253446447508,0,761.04,194.47,174.69,109.68,7587.9,10000,68.59,71,71,13.15,71,75.88,1.59,MODERATE,6.0,0.68,0.0,4,0.8660254037844386,0.5000000000000001,4,8,False,False,0.0,False,,,,,,,,10,2
2025-08-20 05:00:00+00:00,51,19,3,1,0.6256983240223464,0,676.88,172.34,156.82,102.81,7641.9,10000,69.06,73,71,13.92,73,76.42,1.53,MODERATE,4.3,0.68,0.0,5,0.9659258262890684,0.2588190451025207,4,8,False,False,0.0,False,,,,,,,,10,2
2025-08-20 06:00:00+00:00,53,19,5,4,1.423148148148148,0,729.99,188.35,164.04,141.91,7664.04,10000,69.1,123,121,18.31,123,76.64,1.16,MODERATE,4.4,0.7,0.0,6,1.0,6.123233995736766e-17,4,8,False,False,0.0,False,,,,,,,,9,2
2025-08-20 07:00:00+00:00,54,20,5,7,2.7150741350906094,0,720.25,187.73,163.83,146.31,7681.56,10000,69.6,138,138,16.22,138,76.82,1.12,MODERATE,4.2,0.72,0.0,7,0.9659258262890684,-0.2588190451025206,4,8,False,False,0.0,False,,,,,,,,9,2
2025-08-20 08:00:00+00:00,55,20,7,8,1.9183047790802523,0,776.41,201.66,175.78,159.03,7698.3,10000,69.31,151,150,14.99,151,76.98,1.11,MODERATE,4.0,0.74,0.0,8,0.8660254037844387,-0.4999999999999998,4,8,False,False,0.0,False,,,,,,,,10,2
2025-08-20 09:00:00+00:00,55,19,7,5,1.991089108910891,1,766.86,194.11,176.75,194.83,7680.23,10000,69.65,204,203,17.11,204,76.8,0.91,MODERATE,2.6,0.76,0.0,9,0.7071067811865476,-0.7071067811865475,4,8,False,False,0.0,False,,,,,,,,9,2
2025-08-20 10:00:00+00:00,55,19,6,4,1.721172353455818,2,797.38,195.53,186.71,203.02,7663.91,10000,69.3,212,211,17.47,212,76.64,0.92,MODERATE,1.1,0.76,0.0,10,0.4999999999999999,-0.8660254037844387,4,8,False,False,0.0,False,,,,,,,,10,2
2025-08-20 11:00:00+00:00,57,19,8,8,1.457931638913234,2,846.57,206.43,193.52,203.47,7653.97,10000,69.27,217,217,16.8,217,76.54,0.95,MODERATE,1.3,0.78,0.0,11,0.258819045102521,-0.9659258262890682,4,8,False,False,0.0,False,,,,,,,,13,2
2025-08-20 12:00:00+00:00,58,16,9,6,2.1732530120481925,2,896.67,216.03,198.89,206.67,7646.19,10000,69.54,233,231,20.22,233,76.46,0.96,MODERATE,1.7,0.78,0.0,12,1.2246467991473532e-16,-1.0,4,8,False,False,0.0,False,,,,,,,,12,2
2025-08-20 13:00:00+00:00,59,17,6,10,2.1848436246992784,1,930.58,231.62,215.39,208.99,7652.6,10000,70.23,218,216,18.53,218,76.53,1.03,MODERATE,2.0,0.78,0.0,13,-0.2588190451025208,-0.9659258262890684,4,8,False,False,0.0,False,,,,,,,,10,4
2025-08-20 14:00:00+00:00,57,17,6,7,1.292226148409894,0,849.34,214.19,197.91,195.11,7655.39,10000,69.96,202,200,21.3,202,76.55,1.01,MODERATE,1.9,0.78,0.0,14,-0.4999999999999997,-0.8660254037844388,4,8,False,False,0.0,False,,,,,,,,11,4
2025-08-20 15:00:00+00:00,53,16,0,4,1.0239766081871344,0,740.84,180.04,178.87,177.72,7656.54,10000,69.83,174,173,20.68,174,76.57,1.01,MODERATE,1.8,0.78,0.0,15,-0.7071067811865471,-0.7071067811865479,4,8,False,False,0.0,False,,,,,,,,11,4
2025-08-20 16:00:00+00:00,51,15,0,3,0.6433370660694289,0,878.92,211.39,210.3,171.85,7695.0,10000,70.17,173,173,20.59,173,76.95,1.22,MODERATE,1.1,0.78,1.0,16,-0.8660254037844384,-0.5000000000000004,4,8,False,False,0.0,False,,,,,,,,10,4
2025-08-20 17:00:00+00:00,51,15,4,4,1.346239554317549,0,1043.7,254.5,246.31,181.0,7760.31,10000,69.89,193,192,20.89,193,77.6,1.36,MODERATE,1.4,0.76,2.0,17,-0.9659258262890684,-0.2588190451025206,4,8,False,False,0.0,False,,,,,,,,11,4
2025-08-20 18:00:00+00:00,50,14,3,5,1.1031408308004051,0,993.53,249.64,238.73,184.89,7814.15,10000,69.96,181,179,19.85,181,78.14,1.29,MODERATE,5.3,0.76,3.0,18,-1.0,-1.8369701987210292e-16,4,8,False,False,0.0,False,,,,,,,,11,3
2025-08-20 19:00:00+00:00,50,13,3,5,1.3815028901734103,1,835.47,207.7,202.59,191.66,7825.07,10000,70.49,194,192,17.05,194,78.25,1.06,MODERATE,8.2,0.74,3.0,19,-0.9659258262890684,0.2588190451025203,4,8,False,False,0.0,False,,,,,,,,11,3
2025-08-20 20:00:00+00:00,50,12,4,1,0.8593898951382268,0,726.28,181.29,182.19,175.36,7831.9,10000,70.51,177,174,17.0,177,78.32,1.04,MODERATE,8.5,0.74,2.0,20,-0.8660254037844386,0.5000000000000001,4,8,False,False,0.0,False,,,,,,,,11,3
2025-08-20 21:00:00+00:00,49,11,5,3,1.149122807017544,1,761.23,183.65,193.2,171.86,7853.24,10000,70.34,161,161,16.51,161,78.53,1.12,MODERATE,10.1,0.72,3.0,21,-0.7071067811865477,0.7071067811865474,4,8,False,False,0.0,False,,,,,,,,12,3
2025-08-20 22:00:00+00:00,49,11,4,2,1.0875471698113206,1,827.47,198.39,205.92,157.73,7901.43,10000,70.14,139,137,15.03,139,79.01,1.31,MODERATE,10.3,0.72,2.0,22,-0.5000000000000004,0.8660254037844384,4,8,False,False,0.0,False,,,,,,,,12,3
2025-08-20 23:00:00+00:00,53,11,5,5,1.1294396961063626,1,700.75,171.43,176.79,131.96,7946.26,10000,70.32,99,97,14.6,99,79.46,1.34,MODERATE,10.1,0.74,0.0,23,-0.2588190451025215,0.965925826289068,4,8,False,False,0.0,False,,,,,,,,13,3
2025-08-21 00:00:00+00:00,49,11,1,4,0.7336265884652982,1,570.21,153.29,144.04,107.94,7982.35,10000,70.45,77,65,22.0,65,79.82,1.33,MODERATE,9.7,0.74,3.0,0,0.0,1.0,5,8,False,False,0.0,False,,,,,,,,12,3
2025-08-21 01:00:00+00:00,48,11,1,2,0.6461006910167818,1,585.67,154.57,144.29,122.81,8003.84,10000,70.45,63,75,21.67,75,80.04,1.17,MODERATE,8.8,0.74,3.0,1,0.2588190451025207,0.9659258262890684,5,8,False,False,0.0,False,,,,,,,,12,3
2025-08-21 02:00:00+00:00,47,11,4,3,0.8859209257473482,0,637.81,165.57,151.36,114.66,8040.54,10000,70.64,65,63,19.5,65,80.41,1.32,MODERATE,7.2,0.74,2.0,2,0.4999999999999999,0.8660254037844387,5,8,False,False,0.0,False,,,,,,,,12,2
2025-08-21 03:00:00+00:00,46,11,2,4,1.07989898989899,0,622.71,156.73,150.71,113.85,8077.4,10000,70.35,62,61,20.66,62,80.77,1.32,MODERATE,4.9,0.74,1.0,3,0.7071067811865475,0.7071067811865476,5,8,False,False,0.0,False,,,,,,,,10,2
2025-08-21 04:00:00+00:00,46,12,1,3,0.8345338983050847,0,534.49,133.4,133.17,114.19,8096.39,10000,70.55,66,63,16.62,66,80.96,1.17,MODERATE,3.1,0.74,2.0,4,0.8660254037844386,0.5000000000000001,5,8,False,False,0.0,False,,,,,,,,10,2
2025-08-21 05:00:00+00:00,45,12,1,1,0.6489409141583055,0,595.83,147.83,146.37,124.21,8118.54,10000,70.91,80,79,18.16,80,81.19,1.18,MODERATE,2.7,0.76,1.0,5,0.9659258262890684,0.2588190451025207,5,8,False,False,0.0,False,,,,,,,,10,2
2025-08-21 06:00:00+00:00,46,12,2,1,0.989265536723164,0,675.19,170.97,163.51,155.35,8126.7,10000,70.29,116,115,16.47,116,81.27,1.05,MODERATE,4.5,0.76,1.0,6,1.0,6.123233995736766e-17,5,8,False,False,0.0,False,,,,,,,,10,2
2025-08-21 07:00:00+00:00,45,12,2,1,0.8063034188034188,0,686.41,169.31,163.98,162.44,8128.24,10000,70.29,133,132,18.46,133,81.28,1.01,MODERATE,3.9,0.78,2.0,7,0.9659258262890684,-0.2588190451025206,5,8,False,False,0.0,False,,,,,,,,10,2
2025-08-21 08:00:00+00:00,45,12,1,2,0.374780701754386,0,725.82,179.05,176.15,187.23,8117.16,10000,70.03,163,162,18.67,163,81.17,0.94,MODERATE,3.9,0.78,3.0,8,0.8660254037844387,-0.4999999999999998,5,8,False,False,0.0,False,,,,,,,,11,2
2025-08-21 09:00:00+00:00,46,12,2,3,0.5263274336283186,1,722.74,176.17,166.02,187.97,8095.21,10000,70.03,184,182,18.92,184,80.95,0.88,MODERATE,5.0,0.8,0.0,9,0.7071067811865476,-0.7071067811865475,5,8,False,False,0.0,False,,,,,,,,11,2
2025-08-21 10:00:00+00:00,47,13,5,2,1.291260162601626,1,679.89,168.32,162.52,194.64,8063.1,10000,69.94,202,202,19.63,202,80.63,0.83,MODERATE,4.4,0.8,0.0,10,0.4999999999999999,-0.8660254037844387,5,8,False,False,0.0,False,,,,,,,,11,2
2025-08-21 11:00:00+00:00,49,14,7,6,2.0106382978723403,0,773.11,197.25,187.45,209.76,8040.79,10000,70.28,217,215,19.81,217,80.41,0.89,MODERATE,3.6,0.82,1.0,11,0.258819045102521,-0.9659258262890682,5,8,False,False,0.0,False,,,,,,,,11,2
2025-08-21 12:00:00+00:00,50,13,7,6,1.822401433691756,2,835.34,208.75,205.97,200.23,8046.53,10000,70.92,208,206,18.24,208,80.47,1.03,MODERATE,3.2,0.82,3.0,12,1.2246467991473532e-16,-1.0,5,8,False,False,0.0,False,,,,,,,,12,2
2025-08-21 13:00:00+00:00,49,12,5,6,2.1142857142857143,0,856.02,217.86,198.7,208.78,8036.44,10000,70.45,216,214,21.85,216,80.36,0.95,MODERATE,3.6,0.8,0.0,13,-0.2588190451025208,-0.9659258262890684,5,8,False,False,0.0,False,,,,,,,,12,2
2025-08-21 14:00:00+00:00,49,15,3,3,1.2720693170234456,1,978.48,246.69,227.28,191.28,8072.44,10000,70.48,181,179,20.83,181,80.72,1.19,MODERATE,4.7,0.8,1.0,14,-0.4999999999999997,-0.8660254037844388,5,8,False,False,0.0,False,,,,,,,,12,2
2025-08-21 15:00:00+00:00,47,14,3,2,0.8924803591470258,0,843.79,213.1,200.71,189.9,8083.25,10000,70.15,187,184,20.64,187,80.83,1.06,MODERATE,4.4,0.78,0.0,15,-0.7071067811865471,-0.7071067811865479,5,8,False,False,0.0,False,,,,,,,,12,2
2025-08-21 16:00:00+00:00,47,15,1,3,1.074465811965812,0,776.09,198.0,185.23,184.31,8084.17,10000,70.23,176,174,21.55,176,80.84,1.0,MODERATE,4.2,0.72,0.0,16,-0.8660254037844384,-0.5000000000000004,5,8,False,False,0.0,False,,,,,,,,12,1
2025-08-21 17:00:00+00:00,46,16,3,3,0.6086516853932584,0,751.68,194.97,183.94,206.65,8061.46,10000,69.85,199,199,22.8,199,80.61,0.89,MODERATE,3.9,0.64,0.0,17,-0.9659258262890684,-0.2588190451025206,5,8,False,False,0.0,False,,,,,,,,12,1
2025-08-21 18:00:00+00:00,45,14,3,3,0.5430817610062894,1,696.88,178.98,162.4,194.6,8029.26,10000,69.93,188,188,19.41,188,80.29,0.83,MODERATE,6.1,0.58,2.0,18,-1.0,-1.8369701987210292e-16,5,8,False,False,0.0,False,,,,,,,,13,1
2025-08-21 19:00:00+00:00,47,14,4,3,0.8936524453694068,1,732.64,193.21,169.32,193.2,8005.38,10000,69.69,193,193,16.4,193,80.05,0.88,MODERATE,7.4,0.6,3.0,19,-0.9659258262890684,0.2588190451025203,5,8,False,False,0.0,False,,,,,,,,13,0
2025-08-21 20:00:00+00:00,46,13,3,2,1.472354211663067,0,693.08,181.83,157.1,182.26,7980.22,10000,69.26,176,175,14.95,176,79.8,0.86,MODERATE,7.9,0.6,3.0,20,-0.8660254037844386,0.5000000000000001,5,8,False,False,0.0,False,,,,,,,,13,0
2025-08-21 21:00:00+00:00,45,13,2,0,1.2131991051454138,1,617.73,156.08,135.77,161.15,7954.84,10000,68.76,142,141,14.43,142,79.55,0.84,MODERATE,8.6,0.62,3.0,21,-0.7071067811865477,0.7071067811865474,5,8,False,False,0.0,False,,,,,,,,13,0
2025-08-21 22:00:00+00:00,45,14,4,3,0.7047930283224401,1,625.43,154.41,135.81,148.36,7942.29,10000,68.85,130,128,15.27,130,79.42,0.92,MODERATE,10.3,0.62,3.0,22,-0.5000000000000004,0.8660254037844384,5,8,False,False,0.0,False,,,,,,,,13,0
2025-08-21 23:00:00+00:00,47,13,2,2,0.5854037267080745,1,625.92,157.95,143.15,135.99,7949.45,10000,69.04,106,104,13.9,106,79.49,1.05,MODERATE,9.8,0.62,3.0,23,-0.2588190451025215,0.965925826289068,5,8,False,False,0.0,False,,,,,,,,15,0
2025-08-22 00:00:00+00:00,46,13,2,3,0.8289389067524116,1,582.23,158.3,134.37,107.39,7976.42,10000,68.55,44,41,13.39,44,79.76,1.25,MODERATE,8.5,0.62,1.0,0,0.0,1.0,6,8,False,False,0.0,False,,,,,,,,13,0
2025-08-22 01:00:00+00:00,46,13,0,1,0.2782305005820721,0,596.98,162.72,127.27,116.29,7987.4,10000,68.33,62,62,15.5,62,79.87,1.09,MODERATE,7.1,0.62,3.0,1,0.2588190451025207,0.9659258262890684,6,8,False,False,0.0,False,,,,,,,,13,0
2025-08-22 02:00:00+00:00,45,13,1,2,0.4594660194174758,1,628.56,165.78,132.21,118.9,8000.71,10000,68.44,64,63,16.3,64,80.01,1.11,MODERATE,9.9,0.64,3.0,2,0.4999999999999999,0.8660254037844387,6,8,False,False,0.0,False,,,,,,,,12,0
2025-08-22 03:00:00+00:00,45,13,2,3,0.8677588466579292,0,641.88,168.35,145.76,124.25,8022.21,10000,69.0,72,70,17.7,72,80.22,1.17,MODERATE,6.5,0.64,3.0,3,0.7071067811865475,0.7071067811865476,6,8,False,False,0.0,False,,,,,,,,12,0
2025-08-22 04:00:00+00:00,45,12,1,4,1.1947805456702254,0,633.47,165.58,136.72,123.94,8034.99,10000,68.42,70,67,17.86,70,80.35,1.1,MODERATE,4.4,0.66,2.0,4,0.8660254037844386,0.5000000000000001,6,8,False,False,0.0,False,,,,,,,,11,0
2025-08-22 05:00:00+00:00,46,13,2,3,1.027384196185286,0,599.1,154.45,137.89,114.39,8058.49,10000,68.46,71,70,17.94,71,80.58,1.21,MODERATE,6.4,0.7,2.0,5,0.9659258262890684,0.2588190451025207,6,8,False,False,0.0,False,,,,,,,,11,0
2025-08-22 06:00:00+00:00,45,12,2,1,0.7759427828348505,0,640.7,160.04,144.03,138.18,8064.34,10000,68.77,108,106,16.19,108,80.64,1.04,MODERATE,4.7,0.72,2.0,6,1.0,6.123233995736766e-17,6,8,False,False,0.0,False,,,,,,,,11,0
2025-08-22 07:00:00+00:00,46,12,4,3,1.2606060606060605,0,644.45,159.68,147.36,165.45,8046.26,10000,68.96,147,147,20.21,147,80.46,0.89,MODERATE,2.7,0.72,0.0,7,0.9659258262890684,-0.2588190451025206,6,8,False,False,0.0,False,,,,,,,,12,0
2025-08-22 08:00:00+00:00,48,12,5,4,1.7567410281280311,0,789.18,197.13,173.89,183.77,8036.38,10000,69.69,161,160,19.77,161,80.36,0.95,MODERATE,3.6,0.7,0.0,8,0.8660254037844387,-0.4999999999999998,6,8,False,False,0.0,False,,,,,,,,12,0
2025-08-22 09:00:00+00:00,49,12,4,2,1.4737781954887217,1,909.74,224.58,197.86,185.28,8048.96,10000,69.57,178,176,18.74,178,80.49,1.07,MODERATE,5.1,0.7,0.0,9,0.7071067811865476,-0.7071067811865475,6,8,False,False,0.0,False,,,,,,,,13,0
2025-08-22 10:00:00+00:00,48,13,5,3,1.3701949860724234,0,957.26,232.48,212.12,209.42,8051.66,10000,69.48,209,207,18.93,209,80.52,1.01,MODERATE,3.2,0.7,0.0,10,0.4999999999999999,-0.8660254037844387,6,8,False,False,0.0,False,,,,,,,,13,0
2025-08-22 11:00:00+00:00,48,13,3,4,0.9970448045757866,2,1003.29,237.85,225.85,219.85,8057.65,10000,69.97,236,233,21.12,236,80.58,1.03,MODERATE,2.2,0.72,0.0,11,0.258819045102521,-0.9659258262890682,6,8,False,False,0.0,False,,,,,,,,14,0
2025-08-22 12:00:00+00:00,48,13,3,5,0.9543670264965652,2,993.44,233.86,221.94,211.18,8068.41,10000,70.16,224,222,20.89,224,80.68,1.05,MODERATE,3.3,0.72,0.0,12,1.2246467991473532e-16,-1.0,6,8,False,False,0.0,False,,,,,,,,13,0
2025-08-22 13:00:00+00:00,49,13,2,5,1.318051282051282,0,860.46,206.88,199.21,214.72,8052.9,10000,69.87,224,222,20.71,224,80.53,0.93,MODERATE,1.4,0.72,0.0,13,-0.2588190451025208,-0.9659258262890684,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 14:00:00+00:00,49,13,1,3,1.4571569595261598,0,833.32,201.55,205.61,193.46,8065.05,10000,70.11,194,193,19.85,194,80.65,1.06,MODERATE,3.7,0.7,0.0,14,-0.4999999999999997,-0.8660254037844388,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 15:00:00+00:00,48,12,1,3,0.6174603174603175,0,834.66,201.6,203.74,181.88,8086.91,10000,69.54,176,175,19.81,176,80.87,1.12,MODERATE,2.3,0.7,0.0,15,-0.7071067811865471,-0.7071067811865479,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 16:00:00+00:00,46,11,0,1,0.1688734030197445,0,825.86,199.42,199.52,198.29,8088.13,10000,69.52,202,200,20.52,202,80.88,1.01,MODERATE,4.4,0.68,0.0,16,-0.8660254037844384,-0.5000000000000004,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 17:00:00+00:00,47,14,0,0,0.0258215962441314,0,832.11,206.33,200.68,188.87,8099.94,10000,69.77,181,181,23.22,181,81.0,1.06,MODERATE,3.9,0.68,0.0,17,-0.9659258262890684,-0.2588190451025206,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 18:00:00+00:00,50,13,2,1,0.1194117647058823,1,864.28,223.69,211.7,201.82,8109.82,10000,69.88,199,199,22.98,199,81.1,1.05,MODERATE,4.3,0.66,0.0,18,-1.0,-1.8369701987210292e-16,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 19:00:00+00:00,49,14,2,1,0.4967231638418079,0,760.51,196.6,187.95,193.9,8103.86,10000,70.17,185,182,22.7,185,81.04,0.97,MODERATE,6.9,0.66,0.0,19,-0.9659258262890684,0.2588190451025203,6,8,False,False,0.0,False,,,,,,,,12,1
2025-08-22 20:00:00+00:00,51,13,2,1,0.5196525515743757,1,695.38,180.05,179.12,183.82,8099.17,10000,70.48,179,178,22.51,179,80.99,0.97,MODERATE,8.9,0.66,0.0,20,-0.8660254037844386,0.5000000000000001,6,8,False,False,0.0,False,,,,,,,,13,1
2025-08-22 21:00:00+00:00,51,14,2,4,0.1904712041884816,1,794.18,200.27,201.7,175.76,8125.11,10000,70.31,160,158,21.69,160,81.25,1.15,MODERATE,9.7,0.66,0.0,21,-0.7071067811865477,0.7071067811865474,6,8,False,False,0.0,False,,,,,,,,13,1
2025-08-22 22:00:00+00:00,52,13,4,3,0.4451282051282051,1,825.4,205.32,191.48,158.83,8157.76,10000,70.45,128,128,24.3,128,81.58,1.21,MODERATE,11.1,0.66,0.0,22,-0.5000000000000004,0.8660254037844384,6,8,False,False,0.0491803278688523,False,,,,,,,,14,1
