timestamp,import_teu,export_teu,container_arrivals,container_departures,containers_in_yard,yard_capacity,average_dwell_time_hours,truck_arrivals,truck_departures,truck_waiting_time_minutes,gate_throughput,yard_occupancy_percent,cargo_flow_ratio,operations_status
2025-08-18 12:00:00+00:00,545.34,135.12,122.58,195.8,7620.83,10000,70.59,225,223,15.01,225,76.21,0.63,MODERATE
2025-08-18 13:00:00+00:00,648.3,155.52,150.37,183.39,7587.82,10000,70.51,203,202,13.45,203,75.88,0.82,MODERATE
2025-08-18 14:00:00+00:00,706.34,169.03,164.02,168.09,7583.74,10000,70.4,182,182,11.64,182,75.84,0.98,MODERATE
2025-08-18 15:00:00+00:00,727.68,174.55,177.2,165.54,7595.39,10000,70.57,170,169,11.92,170,75.95,1.07,MODERATE
2025-08-18 16:00:00+00:00,599.42,143.92,140.78,174.9,7561.27,10000,70.47,175,173,13.3,175,75.61,0.8,MODERATE
2025-08-18 17:00:00+00:00,567.87,143.28,136.36,173.88,7523.74,10000,70.73,178,178,15.24,178,75.24,0.78,MODERATE
2025-08-18 18:00:00+00:00,553.99,139.41,135.41,182.56,7476.59,10000,70.23,195,193,15.01,195,74.77,0.74,NORMAL
2025-08-18 19:00:00+00:00,543.71,137.89,136.69,161.68,7451.6,10000,70.35,163,162,16.11,163,74.52,0.85,NORMAL
2025-08-18 20:00:00+00:00,568.04,142.59,137.26,172.01,7416.85,10000,70.0,186,185,16.95,186,74.17,0.8,NORMAL
2025-08-18 21:00:00+00:00,695.6,168.21,161.99,159.34,7419.5,10000,69.43,152,152,16.12,152,74.2,1.02,NORMAL
2025-08-18 22:00:00+00:00,742.58,178.83,181.79,144.48,7456.82,10000,69.97,136,133,17.31,136,74.57,1.26,NORMAL
2025-08-18 23:00:00+00:00,649.88,155.64,156.86,127.81,7485.86,10000,70.16,106,106,16.92,106,74.86,1.23,NORMAL
2025-08-19 00:00:00+00:00,584.19,156.36,138.73,95.54,7529.05,10000,70.64,53,53,16.51,53,75.29,1.45,MODERATE
2025-08-19 01:00:00+00:00,626.46,165.64,139.07,111.69,7556.43,10000,70.34,75,72,22.56,72,75.56,1.25,MODERATE
2025-08-19 02:00:00+00:00,582.93,149.86,130.52,105.76,7581.2,10000,70.72,64,65,21.9,67,75.81,1.23,MODERATE
2025-08-19 03:00:00+00:00,637.57,162.09,137.18,109.82,7608.56,10000,70.72,63,61,17.31,63,76.09,1.25,MODERATE
2025-08-19 04:00:00+00:00,628.51,159.16,137.42,103.52,7642.45,10000,70.87,70,68,15.81,70,76.42,1.33,MODERATE
2025-08-19 05:00:00+00:00,551.0,138.44,114.58,111.31,7645.72,10000,71.52,83,82,16.7,83,76.46,1.03,MODERATE
2025-08-19 06:00:00+00:00,620.84,151.15,123.67,138.54,7630.85,10000,71.25,124,123,20.7,124,76.31,0.89,MODERATE
2025-08-19 07:00:00+00:00,641.15,163.2,134.32,155.93,7609.23,10000,70.94,144,142,20.66,144,76.09,0.86,MODERATE
2025-08-19 08:00:00+00:00,646.74,164.45,135.59,163.33,7581.5,10000,70.88,158,155,18.59,158,75.81,0.83,MODERATE
2025-08-19 09:00:00+00:00,671.62,172.14,138.83,167.43,7552.91,10000,70.73,176,173,20.65,176,75.53,0.83,MODERATE
2025-08-19 10:00:00+00:00,658.94,165.86,136.28,180.33,7508.86,10000,70.35,204,204,18.99,204,75.09,0.76,MODERATE
2025-08-19 11:00:00+00:00,766.93,188.34,158.12,192.74,7474.25,10000,70.16,211,208,16.79,211,74.74,0.82,NORMAL
2025-08-19 12:00:00+00:00,777.43,195.86,160.46,194.39,7440.32,10000,70.36,218,217,14.81,218,74.4,0.83,NORMAL
2025-08-19 13:00:00+00:00,808.07,204.49,166.53,190.54,7416.32,10000,70.63,204,202,14.99,204,74.16,0.87,MODERATE
2025-08-19 14:00:00+00:00,861.94,212.49,183.41,182.48,7417.24,10000,70.53,189,188,14.49,189,74.17,1.01,MODERATE
2025-08-19 15:00:00+00:00,769.39,184.21,163.65,183.29,7397.6,10000,70.68,193,190,14.79,193,73.98,0.89,MODERATE
2025-08-19 16:00:00+00:00,677.05,166.51,139.99,164.04,7373.55,10000,69.55,177,175,12.37,177,73.74,0.85,NORMAL
2025-08-19 17:00:00+00:00,523.15,126.83,117.37,175.34,7315.58,10000,69.19,190,189,12.01,190,73.16,0.67,NORMAL
2025-08-19 18:00:00+00:00,589.24,148.18,129.66,167.36,7277.88,10000,69.23,186,186,11.2,186,72.78,0.77,NORMAL
2025-08-19 19:00:00+00:00,517.33,129.01,129.07,163.91,7243.05,10000,68.95,177,174,8.97,177,72.43,0.79,NORMAL
2025-08-19 20:00:00+00:00,553.86,137.36,142.95,155.04,7230.96,10000,68.89,165,165,8.6,165,72.31,0.92,NORMAL
2025-08-19 21:00:00+00:00,598.54,146.88,142.91,148.64,7225.22,10000,69.34,165,165,9.74,165,72.25,0.96,NORMAL
2025-08-19 22:00:00+00:00,667.02,160.89,158.79,139.38,7244.64,10000,68.73,136,133,9.86,136,72.45,1.14,NORMAL
2025-08-19 23:00:00+00:00,570.4,138.17,140.75,113.13,7272.26,10000,68.59,103,102,10.43,103,72.72,1.24,NORMAL
2025-08-20 00:00:00+00:00,483.55,129.69,126.03,82.67,7315.62,10000,68.71,53,52,10.54,53,73.16,1.52,NORMAL
2025-08-20 01:00:00+00:00,612.71,158.15,154.17,93.87,7375.92,10000,69.01,63,63,15.25,63,73.76,1.64,NORMAL
2025-08-20 02:00:00+00:00,705.68,181.78,169.13,93.79,7451.25,10000,68.67,57,56,14.88,57,74.51,1.8,MODERATE
2025-08-20 03:00:00+00:00,755.73,194.67,175.39,103.75,7522.89,10000,68.4,74,72,16.55,74,75.23,1.69,MODERATE
2025-08-20 04:00:00+00:00,761.04,194.47,174.69,109.68,7587.9,10000,68.59,71,71,13.15,71,75.88,1.59,MODERATE
2025-08-20 05:00:00+00:00,676.88,172.34,156.82,102.81,7641.9,10000,69.06,73,71,13.92,73,76.42,1.53,MODERATE
2025-08-20 06:00:00+00:00,729.99,188.35,164.04,141.91,7664.04,10000,69.1,123,121,18.31,123,76.64,1.16,MODERATE
2025-08-20 07:00:00+00:00,720.25,187.73,163.83,146.31,7681.56,10000,69.6,138,138,16.22,138,76.82,1.12,MODERATE
2025-08-20 08:00:00+00:00,776.41,201.66,175.78,159.03,7698.3,10000,69.31,151,150,14.99,151,76.98,1.11,MODERATE
2025-08-20 09:00:00+00:00,766.86,194.11,176.75,194.83,7680.23,10000,69.65,204,203,17.11,204,76.8,0.91,MODERATE
2025-08-20 10:00:00+00:00,797.38,195.53,186.71,203.02,7663.91,10000,69.3,212,211,17.47,212,76.64,0.92,MODERATE
2025-08-20 11:00:00+00:00,846.57,206.43,193.52,203.47,7653.97,10000,69.27,217,217,16.8,217,76.54,0.95,MODERATE
2025-08-20 12:00:00+00:00,896.67,216.03,198.89,206.67,7646.19,10000,69.54,233,231,20.22,233,76.46,0.96,MODERATE
2025-08-20 13:00:00+00:00,930.58,231.62,215.39,208.99,7652.6,10000,70.23,218,216,18.53,218,76.53,1.03,MODERATE
2025-08-20 14:00:00+00:00,849.34,214.19,197.91,195.11,7655.39,10000,69.96,202,200,21.3,202,76.55,1.01,MODERATE
2025-08-20 15:00:00+00:00,740.84,180.04,178.87,177.72,7656.54,10000,69.83,174,173,20.68,174,76.57,1.01,MODERATE
2025-08-20 16:00:00+00:00,878.92,211.39,210.3,171.85,7695.0,10000,70.17,173,173,20.59,173,76.95,1.22,MODERATE
2025-08-20 17:00:00+00:00,1043.7,254.5,246.31,181.0,7760.31,10000,69.89,193,192,20.89,193,77.6,1.36,MODERATE
2025-08-20 18:00:00+00:00,993.53,249.64,238.73,184.89,7814.15,10000,69.96,181,179,19.85,181,78.14,1.29,MODERATE
2025-08-20 19:00:00+00:00,835.47,207.7,202.59,191.66,7825.07,10000,70.49,194,192,17.05,194,78.25,1.06,MODERATE
2025-08-20 20:00:00+00:00,726.28,181.29,182.19,175.36,7831.9,10000,70.51,177,174,17.0,177,78.32,1.04,MODERATE
2025-08-20 21:00:00+00:00,761.23,183.65,193.2,171.86,7853.24,10000,70.34,161,161,16.51,161,78.53,1.12,MODERATE
2025-08-20 22:00:00+00:00,827.47,198.39,205.92,157.73,7901.43,10000,70.14,139,137,15.03,139,79.01,1.31,MODERATE
2025-08-20 23:00:00+00:00,700.75,171.43,176.79,131.96,7946.26,10000,70.32,99,97,14.6,99,79.46,1.34,MODERATE
2025-08-21 00:00:00+00:00,570.21,153.29,144.04,107.94,7982.35,10000,70.45,77,65,22.0,65,79.82,1.33,MODERATE
2025-08-21 01:00:00+00:00,585.67,154.57,144.29,122.81,8003.84,10000,70.45,63,75,21.67,75,80.04,1.17,MODERATE
2025-08-21 02:00:00+00:00,637.81,165.57,151.36,114.66,8040.54,10000,70.64,65,63,19.5,65,80.41,1.32,MODERATE
2025-08-21 03:00:00+00:00,622.71,156.73,150.71,113.85,8077.4,10000,70.35,62,61,20.66,62,80.77,1.32,MODERATE
2025-08-21 04:00:00+00:00,534.49,133.4,133.17,114.19,8096.39,10000,70.55,66,63,16.62,66,80.96,1.17,MODERATE
2025-08-21 05:00:00+00:00,595.83,147.83,146.37,124.21,8118.54,10000,70.91,80,79,18.16,80,81.19,1.18,MODERATE
2025-08-21 06:00:00+00:00,675.19,170.97,163.51,155.35,8126.7,10000,70.29,116,115,16.47,116,81.27,1.05,MODERATE
2025-08-21 07:00:00+00:00,686.41,169.31,163.98,162.44,8128.24,10000,70.29,133,132,18.46,133,81.28,1.01,MODERATE
2025-08-21 08:00:00+00:00,725.82,179.05,176.15,187.23,8117.16,10000,70.03,163,162,18.67,163,81.17,0.94,MODERATE
2025-08-21 09:00:00+00:00,722.74,176.17,166.02,187.97,8095.21,10000,70.03,184,182,18.92,184,80.95,0.88,MODERATE
2025-08-21 10:00:00+00:00,679.89,168.32,162.52,194.64,8063.1,10000,69.94,202,202,19.63,202,80.63,0.83,MODERATE
2025-08-21 11:00:00+00:00,773.11,197.25,187.45,209.76,8040.79,10000,70.28,217,215,19.81,217,80.41,0.89,MODERATE
2025-08-21 12:00:00+00:00,835.34,208.75,205.97,200.23,8046.53,10000,70.92,208,206,18.24,208,80.47,1.03,MODERATE
2025-08-21 13:00:00+00:00,856.02,217.86,198.7,208.78,8036.44,10000,70.45,216,214,21.85,216,80.36,0.95,MODERATE
2025-08-21 14:00:00+00:00,978.48,246.69,227.28,191.28,8072.44,10000,70.48,181,179,20.83,181,80.72,1.19,MODERATE
2025-08-21 15:00:00+00:00,843.79,213.1,200.71,189.9,8083.25,10000,70.15,187,184,20.64,187,80.83,1.06,MODERATE
2025-08-21 16:00:00+00:00,776.09,198.0,185.23,184.31,8084.17,10000,70.23,176,174,21.55,176,80.84,1.0,MODERATE
2025-08-21 17:00:00+00:00,751.68,194.97,183.94,206.65,8061.46,10000,69.85,199,199,22.8,199,80.61,0.89,MODERATE
2025-08-21 18:00:00+00:00,696.88,178.98,162.4,194.6,8029.26,10000,69.93,188,188,19.41,188,80.29,0.83,MODERATE
2025-08-21 19:00:00+00:00,732.64,193.21,169.32,193.2,8005.38,10000,69.69,193,193,16.4,193,80.05,0.88,MODERATE
2025-08-21 20:00:00+00:00,693.08,181.83,157.1,182.26,7980.22,10000,69.26,176,175,14.95,176,79.8,0.86,MODERATE
2025-08-21 21:00:00+00:00,617.73,156.08,135.77,161.15,7954.84,10000,68.76,142,141,14.43,142,79.55,0.84,MODERATE
2025-08-21 22:00:00+00:00,625.43,154.41,135.81,148.36,7942.29,10000,68.85,130,128,15.27,130,79.42,0.92,MODERATE
2025-08-21 23:00:00+00:00,625.92,157.95,143.15,135.99,7949.45,10000,69.04,106,104,13.9,106,79.49,1.05,MODERATE
2025-08-22 00:00:00+00:00,582.23,158.3,134.37,107.39,7976.42,10000,68.55,44,41,13.39,44,79.76,1.25,MODERATE
2025-08-22 01:00:00+00:00,596.98,162.72,127.27,116.29,7987.4,10000,68.33,62,62,15.5,62,79.87,1.09,MODERATE
2025-08-22 02:00:00+00:00,628.56,165.78,132.21,118.9,8000.71,10000,68.44,64,63,16.3,64,80.01,1.11,MODERATE
2025-08-22 03:00:00+00:00,641.88,168.35,145.76,124.25,8022.21,10000,69.0,72,70,17.7,72,80.22,1.17,MODERATE
2025-08-22 04:00:00+00:00,633.47,165.58,136.72,123.94,8034.99,10000,68.42,70,67,17.86,70,80.35,1.1,MODERATE
2025-08-22 05:00:00+00:00,599.1,154.45,137.89,114.39,8058.49,10000,68.46,71,70,17.94,71,80.58,1.21,MODERATE
2025-08-22 06:00:00+00:00,640.7,160.04,144.03,138.18,8064.34,10000,68.77,108,106,16.19,108,80.64,1.04,MODERATE
2025-08-22 07:00:00+00:00,644.45,159.68,147.36,165.45,8046.26,10000,68.96,147,147,20.21,147,80.46,0.89,MODERATE
2025-08-22 08:00:00+00:00,789.18,197.13,173.89,183.77,8036.38,10000,69.69,161,160,19.77,161,80.36,0.95,MODERATE
2025-08-22 09:00:00+00:00,909.74,224.58,197.86,185.28,8048.96,10000,69.57,178,176,18.74,178,80.49,1.07,MODERATE
2025-08-22 10:00:00+00:00,957.26,232.48,212.12,209.42,8051.66,10000,69.48,209,207,18.93,209,80.52,1.01,MODERATE
2025-08-22 11:00:00+00:00,1003.29,237.85,225.85,219.85,8057.65,10000,69.97,236,233,21.12,236,80.58,1.03,MODERATE
2025-08-22 12:00:00+00:00,993.44,233.86,221.94,211.18,8068.41,10000,70.16,224,222,20.89,224,80.68,1.05,MODERATE
2025-08-22 13:00:00+00:00,860.46,206.88,199.21,214.72,8052.9,10000,69.87,224,222,20.71,224,80.53,0.93,MODERATE
2025-08-22 14:00:00+00:00,833.32,201.55,205.61,193.46,8065.05,10000,70.11,194,193,19.85,194,80.65,1.06,MODERATE
2025-08-22 15:00:00+00:00,834.66,201.6,203.74,181.88,8086.91,10000,69.54,176,175,19.81,176,80.87,1.12,MODERATE
2025-08-22 16:00:00+00:00,825.86,199.42,199.52,198.29,8088.13,10000,69.52,202,200,20.52,202,80.88,1.01,MODERATE
2025-08-22 17:00:00+00:00,832.11,206.33,200.68,188.87,8099.94,10000,69.77,181,181,23.22,181,81.0,1.06,MODERATE
2025-08-22 18:00:00+00:00,864.28,223.69,211.7,201.82,8109.82,10000,69.88,199,199,22.98,199,81.1,1.05,MODERATE
2025-08-22 19:00:00+00:00,760.51,196.6,187.95,193.9,8103.86,10000,70.17,185,182,22.7,185,81.04,0.97,MODERATE
2025-08-22 20:00:00+00:00,695.38,180.05,179.12,183.82,8099.17,10000,70.48,179,178,22.51,179,80.99,0.97,MODERATE
2025-08-22 21:00:00+00:00,794.18,200.27,201.7,175.76,8125.11,10000,70.31,160,158,21.69,160,81.25,1.15,MODERATE
2025-08-22 22:00:00+00:00,825.4,205.32,191.48,158.83,8157.76,10000,70.45,128,128,24.3,128,81.58,1.21,MODERATE
2025-08-22 23:00:00+00:00,762.45,187.25,187.18,147.02,8197.92,10000,70.58,102,100,20.86,102,81.98,1.27,MODERATE
2025-08-23 00:00:00+00:00,551.23,143.24,147.67,109.33,8236.26,10000,70.86,63,49,31.26,50,82.36,1.35,MODERATE
2025-08-23 01:00:00+00:00,547.42,137.08,131.88,111.58,8256.56,10000,70.78,38,48,26.6,51,82.57,1.18,MODERATE
2025-08-23 02:00:00+00:00,555.44,136.78,131.05,115.83,8271.79,10000,70.23,63,54,34.03,56,82.72,1.13,MODERATE
2025-08-23 03:00:00+00:00,576.13,141.09,135.08,115.39,8291.49,10000,70.37,61,58,35.54,59,82.91,1.17,MODERATE
2025-08-23 04:00:00+00:00,717.33,173.71,158.78,124.77,8325.5,10000,70.83,70,70,36.37,71,83.25,1.27,ELEVATED
2025-08-23 05:00:00+00:00,697.75,175.09,151.49,128.56,8348.42,10000,70.75,72,78,31.84,80,83.48,1.18,ELEVATED
2025-08-23 06:00:00+00:00,723.37,180.59,152.67,146.75,8354.35,10000,70.53,91,89,33.22,91,83.54,1.04,MODERATE
2025-08-23 07:00:00+00:00,618.72,151.59,131.07,145.04,8340.37,10000,70.22,107,106,31.2,107,83.4,0.9,MODERATE
2025-08-23 08:00:00+00:00,603.76,148.77,120.47,160.94,8299.9,10000,70.17,125,124,29.67,125,83.0,0.75,MODERATE
2025-08-23 09:00:00+00:00,709.18,167.88,154.91,168.13,8286.69,10000,70.39,143,142,29.73,143,82.87,0.92,MODERATE
2025-08-23 10:00:00+00:00,754.9,180.34,167.35,180.08,8273.96,10000,69.92,155,153,27.15,155,82.74,0.93,MODERATE
2025-08-23 11:00:00+00:00,465.23,109.64,103.8,169.28,8208.48,10000,69.59,154,152,23.31,154,82.08,0.61,MODERATE
2025-08-23 12:00:00+00:00,556.54,133.34,122.24,165.91,8164.81,10000,69.96,152,150,23.41,152,81.65,0.74,MODERATE
2025-08-23 13:00:00+00:00,719.14,174.59,150.6,165.71,8149.7,10000,70.47,148,147,24.82,148,81.5,0.91,MODERATE
2025-08-23 14:00:00+00:00,573.91,140.26,120.64,158.63,8111.71,10000,70.79,138,136,22.5,138,81.12,0.76,MODERATE
2025-08-23 15:00:00+00:00,701.93,165.83,145.13,163.37,8093.47,10000,70.94,139,138,23.13,139,80.93,0.89,MODERATE
2025-08-23 16:00:00+00:00,499.37,119.45,102.55,153.87,8042.15,10000,71.25,135,135,21.6,135,80.42,0.67,MODERATE
2025-08-23 17:00:00+00:00,567.59,140.5,117.95,160.37,7999.73,10000,71.58,143,143,20.19,143,80.0,0.74,MODERATE
2025-08-23 18:00:00+00:00,560.85,138.95,111.18,171.3,7939.61,10000,71.35,151,149,21.12,151,79.4,0.65,MODERATE
2025-08-23 19:00:00+00:00,409.08,106.23,77.43,156.13,7860.91,10000,70.99,133,130,19.15,133,78.61,0.5,MODERATE
2025-08-23 20:00:00+00:00,450.83,113.93,86.21,160.4,7786.71,10000,70.4,136,134,20.97,136,77.87,0.54,MODERATE
2025-08-23 21:00:00+00:00,526.23,135.14,113.11,143.7,7756.13,10000,69.77,113,111,19.61,113,77.56,0.79,MODERATE
2025-08-23 22:00:00+00:00,539.13,137.48,108.14,117.41,7746.86,10000,69.47,85,84,18.27,85,77.47,0.92,MODERATE
2025-08-23 23:00:00+00:00,550.21,140.1,106.42,103.77,7749.51,10000,69.46,75,74,16.5,75,77.5,1.03,MODERATE
2025-08-24 00:00:00+00:00,410.87,114.83,78.72,88.82,7739.41,10000,69.44,36,33,15.31,36,77.39,0.89,MODERATE
2025-08-24 01:00:00+00:00,332.5,93.71,66.56,101.08,7704.88,10000,68.35,47,44,17.51,47,77.05,0.66,MODERATE
2025-08-24 02:00:00+00:00,374.29,106.11,71.32,98.03,7678.16,10000,68.69,50,47,21.17,50,76.78,0.73,MODERATE
2025-08-24 03:00:00+00:00,463.35,129.11,85.12,103.63,7659.65,10000,69.11,54,51,24.19,52,76.6,0.82,MODERATE
2025-08-24 04:00:00+00:00,506.29,141.58,97.47,95.41,7661.71,10000,68.89,44,46,21.67,46,76.62,1.02,MODERATE
2025-08-24 05:00:00+00:00,420.82,114.11,81.84,112.43,7631.12,10000,68.58,72,72,21.92,72,76.31,0.73,MODERATE
2025-08-24 06:00:00+00:00,369.13,98.85,70.0,111.86,7589.26,10000,69.73,83,80,21.68,83,75.89,0.63,MODERATE
2025-08-24 07:00:00+00:00,357.12,96.07,64.98,110.61,7543.63,10000,69.82,81,79,19.55,81,75.44,0.59,MODERATE
2025-08-24 08:00:00+00:00,315.43,84.87,55.63,113.65,7485.61,10000,69.25,94,93,20.47,94,74.86,0.49,NORMAL
2025-08-24 09:00:00+00:00,362.19,97.93,73.19,126.95,7431.85,10000,69.16,117,116,20.08,117,74.32,0.58,NORMAL
2025-08-24 10:00:00+00:00,423.03,114.08,86.18,136.68,7381.34,10000,68.44,127,125,20.65,127,73.81,0.63,NORMAL
2025-08-24 11:00:00+00:00,386.66,103.32,79.28,139.02,7321.6,10000,68.9,138,137,20.59,138,73.22,0.57,NORMAL
2025-08-24 12:00:00+00:00,476.1,127.99,97.75,135.05,7284.3,10000,69.28,119,119,17.48,119,72.84,0.72,NORMAL
2025-08-24 13:00:00+00:00,545.64,146.97,117.04,133.48,7267.86,10000,69.32,121,120,17.13,121,72.68,0.88,NORMAL
2025-08-24 14:00:00+00:00,531.83,142.56,120.15,123.86,7264.14,10000,69.57,115,113,17.84,115,72.64,0.97,NORMAL
2025-08-24 15:00:00+00:00,532.88,142.29,118.39,129.67,7252.86,10000,69.48,119,118,16.72,119,72.53,0.91,NORMAL
2025-08-24 16:00:00+00:00,427.88,111.0,97.03,119.79,7230.11,10000,68.88,112,111,15.5,112,72.3,0.81,NORMAL
2025-08-24 17:00:00+00:00,436.37,112.28,103.84,123.41,7210.53,10000,68.79,120,118,16.37,120,72.11,0.84,NORMAL
2025-08-24 18:00:00+00:00,453.62,117.15,111.4,119.59,7202.34,10000,68.16,108,105,14.65,108,72.02,0.93,NORMAL
2025-08-24 19:00:00+00:00,486.61,126.47,107.9,120.61,7189.62,10000,67.81,100,97,13.03,100,71.9,0.89,NORMAL
2025-08-24 20:00:00+00:00,504.64,129.15,104.77,132.99,7161.41,10000,67.8,129,129,18.95,129,71.61,0.79,NORMAL
2025-08-24 21:00:00+00:00,518.41,130.6,103.88,117.75,7147.54,10000,67.6,101,101,17.93,101,71.48,0.88,NORMAL
2025-08-24 22:00:00+00:00,496.78,125.68,101.93,117.82,7131.64,10000,67.6,100,99,20.13,100,71.32,0.87,NORMAL
2025-08-24 23:00:00+00:00,507.29,127.52,101.02,93.39,7139.26,10000,67.41,67,65,19.17,67,71.39,1.08,NORMAL
2025-08-25 00:00:00+00:00,568.09,153.64,110.27,81.38,7168.16,10000,67.24,38,37,19.98,38,71.68,1.36,NORMAL
2025-08-25 01:00:00+00:00,558.68,152.57,110.05,92.62,7185.59,10000,67.83,59,58,18.65,59,71.86,1.19,NORMAL
2025-08-25 02:00:00+00:00,562.84,156.5,112.44,95.51,7202.52,10000,68.31,59,57,15.81,59,72.03,1.18,NORMAL
2025-08-25 03:00:00+00:00,568.83,147.4,120.1,90.44,7232.18,10000,68.72,57,55,12.63,57,72.32,1.33,NORMAL
2025-08-25 04:00:00+00:00,532.8,138.6,112.42,101.81,7242.79,10000,68.42,78,77,10.14,78,72.43,1.1,NORMAL
2025-08-25 05:00:00+00:00,580.3,148.98,121.22,97.04,7266.97,10000,68.3,72,70,10.21,72,72.67,1.25,NORMAL
2025-08-25 06:00:00+00:00,553.98,144.74,116.11,111.29,7271.79,10000,68.85,94,91,11.24,94,72.72,1.04,NORMAL
2025-08-25 07:00:00+00:00,596.82,157.07,126.57,143.23,7255.13,10000,68.48,138,137,12.24,138,72.55,0.88,NORMAL
2025-08-25 08:00:00+00:00,611.38,163.8,131.73,154.63,7232.23,10000,68.7,163,160,12.83,163,72.32,0.85,NORMAL
2025-08-25 09:00:00+00:00,620.83,169.66,135.49,171.76,7195.97,10000,68.29,197,197,13.07,197,71.96,0.79,NORMAL
2025-08-25 10:00:00+00:00,634.13,172.28,143.32,183.49,7155.79,10000,68.29,213,210,13.62,213,71.56,0.78,NORMAL
2025-08-25 11:00:00+00:00,631.34,172.16,140.65,179.65,7116.79,10000,68.17,212,209,12.57,212,71.17,0.78,NORMAL
2025-08-25 12:00:00+00:00,553.4,150.06,118.41,173.87,7061.32,10000,68.34,206,206,15.16,206,70.61,0.68,NORMAL
2025-08-25 13:00:00+00:00,641.06,168.09,145.67,175.9,7031.1,10000,68.73,196,194,15.89,196,70.31,0.83,NORMAL
2025-08-25 14:00:00+00:00,694.45,181.04,161.31,163.86,7028.55,10000,68.93,186,184,16.49,186,70.29,0.98,NORMAL
2025-08-25 15:00:00+00:00,792.21,198.57,178.39,169.79,7037.15,10000,68.04,201,200,14.3,201,70.37,1.05,NORMAL
2025-08-25 16:00:00+00:00,720.25,187.13,159.9,159.25,7037.8,10000,67.37,172,170,13.07,172,70.38,1.0,NORMAL
2025-08-25 17:00:00+00:00,864.15,223.31,193.49,169.86,7061.43,10000,67.45,179,178,11.64,179,70.61,1.14,NORMAL
2025-08-25 18:00:00+00:00,797.59,206.02,182.42,170.16,7073.69,10000,67.1,190,189,14.02,190,70.74,1.07,NORMAL
2025-08-25 19:00:00+00:00,697.61,181.18,160.73,168.33,7066.1,10000,67.45,193,190,13.38,193,70.66,0.95,NORMAL
2025-08-25 20:00:00+00:00,619.59,158.18,140.57,147.27,7059.4,10000,67.34,160,159,12.37,160,70.59,0.95,NORMAL
2025-08-25 21:00:00+00:00,497.22,126.5,119.62,139.65,7039.37,10000,67.42,155,154,14.15,155,70.39,0.86,NORMAL
2025-08-25 22:00:00+00:00,647.86,156.25,143.46,131.01,7051.81,10000,67.6,121,119,14.03,121,70.52,1.09,NORMAL
2025-08-25 23:00:00+00:00,711.05,176.04,157.78,122.36,7087.23,10000,67.82,101,99,13.93,101,70.87,1.29,NORMAL
2025-08-26 00:00:00+00:00,610.85,166.85,146.88,79.22,7154.9,10000,68.34,40,39,11.95,40,71.55,1.85,NORMAL
2025-08-26 01:00:00+00:00,552.08,150.61,130.9,93.12,7192.67,10000,68.35,61,59,11.91,61,71.93,1.41,NORMAL
2025-08-26 02:00:00+00:00,658.44,175.82,163.02,89.27,7266.42,10000,68.72,56,54,10.75,56,72.66,1.83,MODERATE
2025-08-26 03:00:00+00:00,631.56,168.64,149.45,100.59,7315.28,10000,69.3,80,78,15.68,80,73.15,1.49,MODERATE
2025-08-26 04:00:00+00:00,617.42,159.13,143.78,109.19,7349.87,10000,68.65,75,73,15.37,75,73.5,1.32,MODERATE
2025-08-26 05:00:00+00:00,712.79,174.57,164.87,114.1,7400.64,10000,68.52,90,87,15.02,90,74.01,1.45,MODERATE
2025-08-26 06:00:00+00:00,755.02,189.09,165.34,129.46,7436.52,10000,68.17,110,108,16.4,110,74.37,1.28,MODERATE
2025-08-26 07:00:00+00:00,842.39,212.09,182.34,150.94,7467.92,10000,68.69,141,139,16.82,141,74.68,1.21,MODERATE
2025-08-26 08:00:00+00:00,879.52,223.61,187.97,177.35,7478.54,10000,68.84,175,172,13.2,175,74.79,1.06,NORMAL
2025-08-26 09:00:00+00:00,838.76,220.23,178.84,180.01,7477.38,10000,68.83,194,191,13.86,194,74.77,0.99,NORMAL
2025-08-26 10:00:00+00:00,797.3,215.53,165.12,190.22,7452.28,10000,68.2,212,211,13.09,212,74.52,0.87,NORMAL
2025-08-26 11:00:00+00:00,679.13,181.77,136.6,195.64,7393.25,10000,68.39,224,222,16.1,224,73.93,0.7,NORMAL
2025-08-26 12:00:00+00:00,722.71,185.87,151.79,192.3,7352.74,10000,67.66,223,221,17.44,223,73.53,0.79,NORMAL
2025-08-26 13:00:00+00:00,843.27,209.64,180.36,182.72,7350.37,10000,67.83,190,187,12.39,190,73.5,0.99,NORMAL
2025-08-26 14:00:00+00:00,870.3,225.58,187.09,184.86,7352.6,10000,67.39,196,196,12.72,196,73.53,1.01,NORMAL
2025-08-26 15:00:00+00:00,877.09,218.41,201.52,181.14,7372.98,10000,67.56,182,181,11.15,182,73.73,1.11,NORMAL
2025-08-26 16:00:00+00:00,758.89,194.31,181.63,173.62,7380.99,10000,67.68,172,172,12.5,172,73.81,1.05,NORMAL
2025-08-26 17:00:00+00:00,779.03,201.52,176.33,168.77,7388.55,10000,67.98,180,180,12.55,180,73.89,1.04,NORMAL
2025-08-26 18:00:00+00:00,812.5,209.7,183.33,176.02,7395.86,10000,68.47,186,184,12.08,186,73.96,1.04,NORMAL
2025-08-26 19:00:00+00:00,816.41,217.92,184.09,179.49,7400.46,10000,67.92,189,186,10.32,189,74.0,1.03,NORMAL
2025-08-26 20:00:00+00:00,795.97,207.43,172.45,168.61,7404.3,10000,67.93,172,169,9.71,172,74.04,1.02,NORMAL
